time,average_coverage
0.000000,2945.775
0.033333,6998.25
0.066667,8463.0
0.100000,10016.72
0.133333,11039.875
0.166667,11691.96
0.200000,12307.154999999999
0.233333,13340.074999999999
0.266667,14020.369999999999
0.300000,14968.66
0.333333,15822.555
0.366667,16506.105
0.400000,17254.755
0.433333,17484.774999999998
0.466667,17889.48
0.500000,18175.92
0.533333,18429.809999999998
0.566667,18688.04
0.600000,18875.745
0.633333,19142.655
0.666667,19244.645
0.700000,19456.22
0.733333,19544.105
0.766667,19673.22
0.800000,19891.305
0.833333,20106.135
0.866667,20231.995
0.900000,20375.215
0.933333,20502.16
0.966667,20557.495
1.000000,20746.285
1.033333,20822.235
1.066667,20901.44
1.100000,21027.3
1.133333,21258.405
1.166667,21450.45
1.200000,21666.364999999998
1.233333,21798.735
1.266667,21912.66
1.300000,22091.684999999998
1.333333,22156.785
1.366667,22442.14
1.400000,22565.829999999998
1.433333,22694.945
1.466667,22806.7
1.500000,23165.835
1.533333,23376.325
1.566667,23522.8
1.600000,23736.545
1.633333,23791.88
1.666667,24069.64
1.700000,24129.315
1.733333,24192.245
1.766667,24241.07
1.800000,24480.855
1.833333,24525.34
1.866667,24544.87
1.900000,24680.495
1.933333,24689.175
1.966667,24731.489999999998
2.000000,24768.379999999997
2.033333,24923.535
2.066667,24930.045
2.100000,25008.165
2.133333,25013.59
2.166667,25063.5
2.200000,25075.434999999998
2.233333,25123.175
2.266667,25144.875
2.300000,25165.489999999998
2.333333,25358.62
2.366667,25393.34
2.400000,25397.68
2.433333,25404.19
2.466667,25456.27
2.500000,25456.27
2.533333,25461.695
2.566667,25469.29
2.600000,25471.46
2.633333,25565.855
2.666667,25588.64
2.700000,25609.254999999997
2.733333,25661.335
2.766667,25790.45
2.800000,25820.829999999998
2.833333,25829.51
2.866667,25840.36
2.900000,25866.399999999998
2.933333,25867.485
2.966667,25908.715
3.000000,25913.055
3.033333,25944.52
3.066667,25955.37
3.100000,25965.135
3.133333,25977.07
3.166667,25995.515
3.200000,26352.141479999995
3.233333,26370.826264999996
3.266667,26396.105679999997
3.300000,26399.402994999997
3.333333,26418.087779999994
3.366667,26431.277039999997
3.400000,26572.270229399994
3.433333,26598.062906174993
3.466667,26608.24355617499
3.500000,26618.42420617499
3.533333,26628.604856174992
3.566667,26629.709456699995
3.600000,26635.232459324994
3.633333,26641.860062474992
3.666667,26652.040712474995
3.700000,26662.221362474993
3.733333,26666.63976457499
3.766667,26672.748154574994
3.800000,26676.820414574995
3.833333,26682.730281899992
3.866667,26683.83488242499
3.900000,26691.567086099993
3.933333,26718.077498699993
3.966667,26722.495900799993
4.000000,26769.99372337499
4.033333,26800.922538074992
4.066667,26826.328350149994
4.100000,26835.16515434999
4.133333,26836.269754874997
4.166667,26836.269754874997
4.200000,26837.374355399996
4.233333,26850.629561699996
4.266667,26877.139974299993
4.300000,26877.139974299993
4.333333,26885.976778499993
4.366667,26890.395180599993
4.400000,26895.918183224996
4.433333,26914.696392149996
4.466667,26918.010193724993
4.500000,26919.114794249996
4.533333,26943.416005799994
4.566667,26955.566611574992
4.600000,26965.508016299995
4.633333,27047.24845514999
4.666667,27117.942888749993
4.700000,27166.545311849994
4.733333,27166.545311849994
4.766667,27166.545311849994
4.800000,27170.96371394999
4.833333,27300.201975374992
4.866667,27309.038779574992
4.900000,27339.967594274996
4.933333,27339.967594274996
4.966667,27339.967594274996
5.000000,27339.967594274996
5.033333,27339.967594274996
5.066667,27339.967594274996
5.100000,27354.327401099992
5.133333,27360.955004249994
5.166667,27396.30222104999
5.200000,27407.348226299993
5.233333,27439.381641524997
5.266667,27449.323046249996
5.300000,27449.323046249996
5.333333,27449.323046249996
5.366667,27449.323046249996
5.400000,27449.323046249996
5.433333,27449.323046249996
5.466667,27449.323046249996
5.500000,27524.435881949994
5.533333,27895.581658349995
5.566667,27904.418462549995
5.600000,27930.92887514999
5.633333,27932.033475674994
5.666667,27932.033475674994
5.700000,27932.033475674994
5.733333,27932.033475674994
5.766667,27935.34727724999
5.800000,27935.34727724999
5.833333,27935.34727724999
5.866667,27936.451877774995
5.900000,27954.12548617499
5.933333,27954.12548617499
5.966667,28181.673194324994
6.000000,28181.673194324994
6.033333,28188.300797474993
6.066667,28191.614599049994
6.100000,28196.033001149994
6.133333,28196.033001149994
6.166667,28196.033001149994
6.200000,28220.334212699992
6.233333,28223.648014274993
6.266667,28224.752614799992
6.300000,28231.380217949994
6.333333,28231.380217949994
6.366667,28231.380217949994
6.400000,28232.484818474994
6.433333,28244.635424249995
6.466667,28246.844625299993
6.500000,28249.053826349995
6.533333,28251.263027399993
6.566667,28264.518233699993
6.600000,28264.518233699993
6.633333,28265.622834224992
6.666667,28295.447048399998
6.700000,28300.970051024997
6.733333,28319.539429999997
6.766667,28319.539429999997
6.800000,28381.089309999996
6.833333,28414.062459999994
6.866667,28465.720394999997
6.900000,28465.720394999997
6.933333,28465.720394999997
6.966667,28473.414129999997
7.000000,28494.297124999997
7.033333,28494.297124999997
7.066667,28591.752789999995
7.100000,28633.149999999998
7.133333,28715.61
7.166667,28715.61
7.200000,28722.12
7.233333,28725.375
7.266667,28731.885
7.300000,28752.5
7.333333,28762.265
7.366667,29150.695
7.400000,29150.695
7.433333,29150.695
7.466667,29151.78
7.500000,29151.78
7.533333,29159.375
7.566667,29159.375
7.600000,29172.395
7.633333,29202.774999999998
7.666667,29215.795
7.700000,29215.795
7.733333,29217.965
7.766667,29254.855
7.800000,29257.024999999998
7.833333,29272.215
7.866667,29273.3
7.900000,29283.065
7.933333,29321.039999999997
7.966667,29325.379999999997
8.000000,29327.55
8.033333,29327.55
8.066667,29345.995
8.100000,29367.695
8.133333,29402.414999999997
8.166667,29577.1
8.200000,29581.44
8.233333,29581.44
8.266667,29583.61
8.300000,29592.289999999997
8.333333,29595.545
8.366667,29602.055
8.400000,29602.055
8.433333,29608.565
8.466667,29623.754999999997
8.500000,29630.265
8.533333,29682.344999999998
8.566667,29697.535
8.600000,29707.3
8.633333,29719.235
8.666667,29719.235
8.700000,29725.745
8.733333,29727.914999999997
8.766667,29730.085
8.800000,29785.42
8.833333,29793.015
8.866667,29804.95
8.900000,29824.48
8.933333,29849.434999999998
8.966667,29855.945
9.000000,29858.114999999998
9.033333,29858.114999999998
9.066667,29870.05
9.100000,29926.469999999998
9.133333,29926.469999999998
9.166667,29927.555
9.200000,29930.809999999998
9.233333,29930.809999999998
9.266667,29935.149999999998
9.300000,29939.489999999998
9.333333,29960.105
9.366667,29961.19
9.400000,29963.36
9.433333,29969.87
9.466667,29974.21
9.500000,29985.059999999998
9.533333,29992.655
9.566667,29992.655
9.600000,29992.655
9.633333,29995.91
9.666667,29995.91
9.700000,29996.995
9.733333,30144.555
9.766667,30145.64
9.800000,30219.42
9.833333,30223.76
9.866667,30227.015
9.900000,30233.524999999998
9.933333,30234.61
9.966667,30234.61
10.000000,30235.695
10.033333,30235.695
10.066667,30235.695
10.100000,30235.695
10.133333,30240.035
10.166667,30308.39
10.200000,30350.704999999998
10.233333,30395.19
10.266667,30398.445
10.300000,30398.445
10.333333,30398.445
10.366667,30417.975
10.400000,30421.23
10.433333,30424.485
10.466667,30432.079999999998
10.500000,30435.335
10.533333,30450.524999999998
10.566667,30450.524999999998
10.600000,30452.695
10.633333,30454.864999999998
10.666667,30459.204999999998
10.700000,30461.375
10.733333,30464.629999999997
10.766667,30464.629999999997
10.800000,30465.715
10.833333,30470.055
10.866667,30477.649999999998
10.900000,30591.575
10.933333,30592.66
10.966667,30592.66
11.000000,30593.745
11.033333,30617.614999999998
11.066667,30618.7
11.100000,30618.7
11.133333,30618.7
11.166667,30618.7
11.200000,30636.059999999998
11.233333,30637.145
11.266667,30654.504999999997
11.300000,30655.59
11.333333,30655.59
11.366667,30655.59
11.400000,30664.27
11.433333,30664.27
11.466667,30664.27
11.500000,30702.245
11.533333,30702.245
11.566667,30703.329999999998
11.600000,30704.414999999997
11.633333,30782.535
11.666667,30784.704999999998
11.700000,30784.704999999998
11.733333,30796.64
11.766667,30818.34
11.800000,30819.425
11.833333,30821.594999999998
11.866667,30831.36
11.900000,30866.079999999998
11.933333,30867.164999999997
11.966667,30872.59
12.000000,30881.27
12.033333,30881.27
12.066667,30885.61
12.100000,30930.094999999998
12.133333,30930.094999999998
12.166667,30930.094999999998
12.200000,30930.094999999998
12.233333,30933.35
12.266667,30955.05
12.300000,30957.219999999998
12.333333,31064.635
12.366667,31064.635
12.400000,31068.975
12.433333,31073.315
12.466667,31076.57
12.500000,31115.629999999997
12.533333,31123.225
12.566667,31148.18
12.600000,31148.18
12.633333,31148.18
12.666667,31148.18
12.700000,31153.605
12.733333,31153.605
12.766667,31155.774999999998
12.800000,31157.945
12.833333,31159.03
12.866667,31159.03
12.900000,31197.004999999997
12.933333,31294.655
12.966667,31297.91
13.000000,31301.164999999997
13.033333,31347.82
13.066667,31357.585
13.100000,31385.795
13.133333,31394.475
13.166667,31402.07
13.200000,31406.41
13.233333,31406.41
13.266667,31408.579999999998
13.300000,31421.6
13.333333,31434.62
13.366667,31448.725
13.400000,31448.725
13.433333,31507.315
13.466667,31508.399999999998
13.500000,31511.655
13.533333,31511.655
13.566667,31512.739999999998
13.600000,31512.739999999998
13.633333,31519.25
13.666667,31519.25
13.700000,31519.25
13.733333,31519.25
13.766667,31547.46
13.800000,31549.629999999997
13.833333,31559.395
13.866667,31571.329999999998
13.900000,31575.67
13.933333,31575.67
13.966667,31581.094999999998
14.000000,31581.094999999998
14.033333,31583.265
14.066667,31588.69
14.100000,31588.69
14.133333,31588.69
14.166667,31588.69
14.200000,31608.219999999998
14.233333,31729.739999999998
14.266667,31729.739999999998
14.300000,31731.91
14.333333,31731.91
14.366667,31731.91
14.400000,31757.95
14.433333,31761.204999999998
14.466667,31762.289999999997
14.500000,31762.289999999997
14.533333,31762.289999999997
14.566667,31762.289999999997
14.600000,31762.289999999997
14.633333,31762.289999999997
14.666667,31762.289999999997
14.700000,31802.434999999998
14.733333,31807.86
14.766667,31836.07
14.800000,31840.41
14.833333,31840.41
14.866667,31841.495
14.900000,31841.495
14.933333,31841.495
14.966667,31842.579999999998
15.000000,31851.26
15.033333,31851.26
15.066667,31851.26
15.100000,31852.344999999998
15.133333,31854.515
15.166667,31854.515
15.200000,31858.855
15.233333,31858.855
15.266667,31858.855
15.300000,31865.364999999998
15.333333,31865.364999999998
15.366667,31872.96
15.400000,31875.129999999997
15.433333,31878.385
15.466667,31888.149999999998
15.500000,31888.149999999998
15.533333,31888.149999999998
15.566667,31895.745
15.600000,31896.829999999998
15.633333,31899.0
15.666667,31903.34
15.700000,31903.34
15.733333,31915.274999999998
15.766667,31915.274999999998
15.800000,31915.274999999998
15.833333,31916.36
15.866667,31922.87
15.900000,31922.87
15.933333,31922.87
15.966667,31931.55
16.000000,31931.55
16.033333,31931.55
16.066667,31932.635
16.100000,31941.315
16.133333,31948.91
16.166667,31951.079999999998
16.200000,31963.015
16.233333,31968.44
16.266667,31968.44
16.300000,31968.44
16.333333,31968.44
16.366667,31968.44
16.400000,31968.44
16.433333,31970.61
16.466667,31970.61
16.500000,31970.61
16.533333,31982.545
16.566667,31982.545
16.600000,31982.545
16.633333,31982.545
16.666667,31982.545
16.700000,31996.649999999998
16.733333,31996.649999999998
16.766667,32011.84
16.800000,32011.84
16.833333,32011.84
16.866667,32011.84
16.900000,32011.84
16.933333,32012.925
16.966667,32012.925
17.000000,32016.18
17.033333,32017.265
17.066667,32017.265
17.100000,32050.899999999998
17.133333,32081.28
17.166667,32094.3
17.200000,32094.3
17.233333,32110.575
17.266667,32113.829999999998
17.300000,32113.829999999998
17.333333,32113.829999999998
17.366667,32117.085
17.400000,32117.085
17.433333,32117.085
17.466667,32131.19
17.500000,32131.19
17.533333,32137.7
17.566667,32137.7
17.600000,32137.7
17.633333,32147.465
17.666667,32147.465
17.700000,32150.719999999998
17.733333,32150.719999999998
17.766667,32150.719999999998
17.800000,32150.719999999998
17.833333,32150.719999999998
17.866667,32155.059999999998
17.900000,32155.059999999998
17.933333,32155.059999999998
17.966667,32155.059999999998
18.000000,32156.145
18.033333,32156.145
18.066667,32156.145
18.100000,32156.145
18.133333,32156.145
18.166667,32160.485
18.200000,32240.774999999998
18.233333,32240.774999999998
18.266667,32240.774999999998
18.300000,32240.774999999998
18.333333,32240.774999999998
18.366667,32241.86
18.400000,32241.86
18.433333,32244.03
18.466667,32245.114999999998
18.500000,32245.114999999998
18.533333,32245.114999999998
18.566667,32245.114999999998
18.600000,32245.114999999998
18.633333,32245.114999999998
18.666667,32247.285
18.700000,32247.285
18.733333,32247.285
18.766667,32253.795
18.800000,32261.39
18.833333,32261.39
18.866667,32261.39
18.900000,32261.39
18.933333,32263.559999999998
18.966667,32268.985
19.000000,32268.985
19.033333,32271.155
19.066667,32277.664999999997
19.100000,32277.664999999997
19.133333,32277.664999999997
19.166667,32277.664999999997
19.200000,32279.835
19.233333,32279.835
19.266667,32279.835
19.300000,32279.835
19.333333,32279.835
19.366667,32279.835
19.400000,32279.835
19.433333,32279.835
19.466667,32288.515
19.500000,32291.77
19.533333,32292.855
19.566667,32292.855
19.600000,32292.855
19.633333,32298.28
19.666667,32298.28
19.700000,32298.28
19.733333,32298.28
19.766667,32300.45
19.800000,32300.45
19.833333,32304.789999999997
19.866667,32309.129999999997
19.900000,32315.64
19.933333,32316.725
19.966667,32319.98
20.000000,32326.489999999998
20.033333,32327.575
20.066667,32327.575
20.100000,32334.085
20.133333,32336.254999999997
20.166667,32338.425
20.200000,32338.425
20.233333,32338.425
20.266667,32339.51
20.300000,32339.51
20.333333,32339.51
20.366667,32339.51
20.400000,32339.51
20.433333,32341.68
20.466667,32342.765
20.500000,32342.765
20.533333,32346.02
20.566667,32346.02
20.600000,32346.02
20.633333,32346.02
20.666667,32346.02
20.700000,32347.105
20.733333,32347.105
20.766667,32347.105
20.800000,32364.465
20.833333,32364.465
20.866667,32364.465
20.900000,32365.55
20.933333,32375.315
20.966667,32425.225
21.000000,32425.225
21.033333,32437.16
21.066667,32443.67
21.100000,32444.754999999997
21.133333,32444.754999999997
21.166667,32444.754999999997
21.200000,32444.754999999997
21.233333,32457.774999999998
21.266667,32457.774999999998
21.300000,32457.774999999998
21.333333,32459.945
21.366667,32462.114999999998
21.400000,32470.795
21.433333,32470.795
