time,average_coverage
0.000000,2718.92
0.033333,3738.01
0.066667,7195.24
0.100000,8139.59
0.133333,8740.54
0.166667,10844.37
0.200000,11588.74
0.233333,12455.32
0.266667,12932.04
0.300000,13473.4
0.333333,14270.29
0.366667,15296.45
0.400000,15750.95
0.433333,16235.75
0.466667,16550.87
0.500000,16771.05
0.533333,17020.52
0.566667,17195.25
0.600000,17597.23
0.633333,18020.420000000002
0.666667,18275.95
0.700000,18409.27
0.733333,18541.58
0.766667,18713.28
0.800000,18800.14
0.833333,18926.39
0.866667,19042.54
0.900000,19109.2
0.933333,19262.72
0.966667,19483.91
1.000000,19599.05
1.033333,19856.6
1.066667,20019.21
1.100000,20154.55
1.133333,20234.34
1.166667,20518.15
1.200000,20629.25
1.233333,20743.38
1.266667,20804.99
1.300000,20829.23
1.333333,20905.99
1.366667,20944.37
1.400000,20977.7
1.433333,21143.34
1.466667,21286.76
1.500000,21291.81
1.533333,21300.9
1.566667,21314.03
1.600000,21314.03
1.633333,21314.03
1.666667,21314.03
1.700000,21497.85
1.733333,21531.18
1.766667,21531.18
1.800000,21531.18
1.833333,21536.23
1.866667,21536.23
1.900000,21556.43
1.933333,21556.43
1.966667,21556.43
2.000000,21556.43
2.033333,21557.44
2.066667,21557.44
2.100000,21564.51
2.133333,21576.63
2.166667,21582.69
2.200000,21582.69
2.233333,21582.69
2.266667,21591.78
2.300000,21663.49
2.333333,21663.49
2.366667,21663.49
2.400000,21663.49
2.433333,21663.49
2.466667,21663.49
2.500000,21712.98
2.533333,21770.55
2.566667,21770.55
2.600000,21773.58
2.633333,22248.28
2.666667,22271.51
2.700000,22271.51
2.733333,22277.57
2.766667,22357.36
2.800000,22399.78
2.833333,22402.81
2.866667,22402.81
2.900000,22402.81
2.933333,22402.81
2.966667,22406.85
3.000000,22406.85
3.033333,22406.85
3.066667,22407.86
3.100000,22420.99
3.133333,22428.06
3.166667,22428.06
3.200000,22428.06
3.233333,22428.06
3.266667,22428.06
3.300000,22428.06
3.333333,22428.06
3.366667,22509.87
3.400000,22658.34
3.433333,22658.34
3.466667,22658.34
3.500000,22658.34
3.533333,22660.36
3.566667,22677.53
3.600000,22679.55
3.633333,22946.19
3.666667,22946.19
3.700000,22946.19
3.733333,22946.19
3.766667,22956.29
3.800000,22962.35
3.833333,22987.6
3.866667,22987.6
3.900000,22987.6
3.933333,22987.6
3.966667,22987.6
4.000000,22987.6
4.033333,22990.63
4.066667,22990.63
4.100000,22996.69
4.133333,22996.69
4.166667,22996.69
4.200000,22997.7
4.233333,23067.39
4.266667,23067.39
4.300000,23067.39
4.333333,23067.39
4.366667,23067.39
4.400000,23067.39
4.433333,23068.4
4.466667,23092.64
4.500000,23098.7
4.533333,23098.7
4.566667,23099.71
4.600000,23100.72
4.633333,23100.72
4.666667,23100.72
4.700000,23100.72
4.733333,23100.72
4.766667,23100.72
4.800000,23101.73
4.833333,23127.99
4.866667,23127.99
4.900000,23127.99
4.933333,23145.16
4.966667,23159.3
5.000000,23159.3
5.033333,23159.3
5.066667,23167.38
5.100000,23167.38
5.133333,23167.38
5.166667,23172.43
5.200000,23172.43
5.233333,23172.43
5.266667,23172.43
5.300000,23185.56
5.333333,23211.82
5.366667,23218.89
5.400000,23218.89
5.433333,23218.89
5.466667,23218.89
5.500000,23218.89
5.533333,23218.89
5.566667,23220.91
5.600000,23234.04
5.633333,23234.04
5.666667,23234.04
5.700000,23234.04
5.733333,23234.04
5.766667,23254.24
5.800000,23264.34
5.833333,23279.49
5.866667,23279.49
5.900000,23279.49
5.933333,23279.49
5.966667,23280.5
6.000000,23281.51
6.033333,23286.56
6.066667,23443.11
6.100000,23443.11
6.133333,23443.11
6.166667,23443.11
6.200000,23445.13
6.233333,23445.13
6.266667,23445.13
6.300000,23457.25
6.333333,23457.25
6.366667,23457.25
6.400000,23474.420000000002
6.433333,23490.58
6.466667,23490.58
6.500000,23490.58
6.533333,23849.13
6.566667,23869.33
6.600000,23869.33
6.633333,23869.33
6.666667,23885.49
6.700000,23929.93
6.733333,23986.49
6.766667,23986.49
6.800000,23986.49
6.833333,23986.49
6.866667,24053.15
6.900000,24059.21
6.933333,24059.21
6.966667,24064.26
7.000000,24064.26
7.033333,24100.62
7.066667,24100.62
7.100000,24106.68
7.133333,24134.96
7.166667,24139.0
7.200000,24139.0
7.233333,24150.11
7.266667,24156.170000000002
7.300000,24156.170000000002
7.333333,24169.3
7.366667,24211.72
7.400000,24235.96
7.433333,24235.96
7.466667,24246.06
7.500000,24248.08
7.533333,24248.08
7.566667,24249.09
7.600000,24249.09
7.633333,24249.09
7.666667,24249.09
7.700000,24251.11
7.733333,24251.11
7.766667,24251.11
7.800000,24251.11
7.833333,24252.12
7.866667,24254.14
7.900000,24256.16
7.933333,24256.16
7.966667,24259.19
8.000000,24259.19
8.033333,24259.19
8.066667,24261.21
8.100000,24322.82
8.133333,24440.99
8.166667,24489.47
8.200000,24490.48
8.233333,24490.48
8.266667,24490.48
8.300000,24493.51
8.333333,24493.51
8.366667,24493.51
8.400000,24518.76
8.433333,24523.81
8.466667,24523.81
8.500000,24523.81
8.533333,24523.81
8.566667,24523.81
8.600000,24523.81
8.633333,24626.83
8.666667,24665.21
8.700000,24665.21
8.733333,24665.21
8.766667,24666.22
8.800000,24666.22
8.833333,24666.22
8.866667,24669.25
8.900000,24669.25
8.933333,24670.26
8.966667,24674.3
9.000000,24674.3
9.033333,24674.3
9.066667,24679.35
9.100000,24699.55
9.133333,24727.83
9.166667,24738.94
9.200000,24739.95
9.233333,24739.95
9.266667,24741.97
9.300000,24741.97
9.333333,24741.97
9.366667,24746.01
