time,average_coverage
0.000000,2774
0.033333,5977
0.066667,8070
0.100000,9741
0.133333,11264
0.166667,12343
0.200000,13104
0.233333,13720
0.266667,14659
0.300000,15186
0.333333,15846
0.366667,16293
0.400000,16752
0.433333,17082
0.466667,17310
0.500000,17458
0.533333,17630
0.566667,17786
0.600000,17964
0.633333,18248
0.666667,18358
0.700000,18478
0.733333,18512
0.766667,18728
0.800000,18894
0.833333,18962
0.866667,19032
0.900000,19158
0.933333,19268
0.966667,19395
1.000000,19498
1.033333,19595
1.066667,19683
1.100000,19796
1.133333,19896
1.166667,19956
1.200000,20299
1.233333,20399
1.266667,20442
1.300000,20549
1.333333,20689
1.366667,20699
1.400000,20799
1.433333,20850
1.466667,20945
1.500000,21169
1.533333,21319
1.566667,21510
1.600000,21633
1.633333,21785
1.666667,21810
1.700000,21921
1.733333,21952
1.766667,21983
1.800000,22149
1.833333,22223
1.866667,22240
1.900000,22310
1.933333,22351
1.966667,22431
2.000000,22502
2.033333,22563
2.066667,22597
2.100000,22605
2.133333,22655
2.166667,22713
2.200000,22741
2.233333,22771
2.266667,22840
2.300000,22851
2.333333,22894
2.366667,22951
2.400000,23013
2.433333,23109
2.466667,23167
2.500000,23190
2.533333,23296
2.566667,23310
2.600000,23352
2.633333,23439
2.666667,23442
2.700000,23530
2.733333,23536
2.766667,23603
2.800000,23660
2.833333,23732
2.866667,23764
2.900000,24173
2.933333,24374
2.966667,24531
3.000000,24539
3.033333,24549
3.066667,24575
3.100000,24725
3.133333,24725
3.166667,24725
3.200000,24741
3.233333,24746
3.266667,24762
3.300000,24789
3.333333,24810
3.366667,24834
3.400000,24838
3.433333,24870
3.466667,24879
3.500000,24907
3.533333,24979
3.566667,25032
3.600000,25205
3.633333,25244
3.666667,25247
3.700000,25298
3.733333,25338
3.766667,25536
3.800000,25572
3.833333,25574
3.866667,25635
3.900000,25650
3.933333,25703
3.966667,25722
4.000000,25765
4.033333,25855
4.066667,25923
4.100000,25977
4.133333,25990
4.166667,25993
4.200000,25993
4.233333,25994
4.266667,26029
4.300000,26071
4.333333,26092
4.366667,26125
4.400000,26125
4.433333,26125
4.466667,26127
4.500000,26148
4.533333,26178
4.566667,26223
4.600000,26271
4.633333,26301
4.666667,26317
4.700000,26344
4.733333,26852
4.766667,26883
4.800000,26892
4.833333,27089
4.866667,27106
4.900000,27187
4.933333,27599
4.966667,27637
